"id","site","site.code","refugia","longitude","latitude"
"shha_r_5698","ship_harbor","shha","yes","-68.316624518368","44.2268724995835"
"shha_r_5783","ship_harbor","shha","yes","-68.3164448553112","44.227258729089"
"shha_r_5784","ship_harbor","shha","yes","-68.3164448553112","44.2271299862021"
"shha_r_5863","ship_harbor","shha","yes","-68.3162651922544","44.2282886620473"
"shha_r_5870","ship_harbor","shha","yes","-68.3162651922544","44.2273874716943"
"shha_r_5871","ship_harbor","shha","yes","-68.3162651922544","44.227258729089"
"shha_r_5952","ship_harbor","shha","yes","-68.3160855291976","44.228159921413"
"shha_r_5956","ship_harbor","shha","yes","-68.3160855291976","44.2276449560602"
"shha_r_5957","ship_harbor","shha","yes","-68.3160855291976","44.2275162140181"
"shha_r_5958","ship_harbor","shha","yes","-68.3160855291976","44.2273874716943"
"shha_r_6041","ship_harbor","shha","yes","-68.3159058661408","44.2280311804972"
"shha_r_6042","ship_harbor","shha","yes","-68.3159058661408","44.2279024392998"
"shha_r_6043","ship_harbor","shha","yes","-68.3159058661408","44.2277736978208"
"shha_r_6044","ship_harbor","shha","yes","-68.3159058661408","44.2276449560602"
"shha_r_6045","ship_harbor","shha","yes","-68.3159058661408","44.2275162140181"
