id,left,top,right,bottom
"1061",-7594650.7975,5520093.8115,-7594630.7975,5520073.8115
"1062",-7594650.7975,5520073.8115,-7594630.7975,5520053.8115
"1101",-7594630.7975,5520273.8115,-7594610.7975,5520253.8115
"1102",-7594630.7975,5520253.8115,-7594610.7975,5520233.8115
"1103",-7594630.7975,5520233.8115,-7594610.7975,5520213.8115
"1104",-7594630.7975,5520213.8115,-7594610.7975,5520193.8115
"1105",-7594630.7975,5520193.8115,-7594610.7975,5520173.8115
"1106",-7594630.7975,5520173.8115,-7594610.7975,5520153.8115
"1107",-7594630.7975,5520153.8115,-7594610.7975,5520133.8115
"1108",-7594630.7975,5520133.8115,-7594610.7975,5520113.8115
"1109",-7594630.7975,5520113.8115,-7594610.7975,5520093.8115
"1110",-7594630.7975,5520093.8115,-7594610.7975,5520073.8115
"1111",-7594630.7975,5520073.8115,-7594610.7975,5520053.8115
"1112",-7594630.7975,5520053.8115,-7594610.7975,5520033.8115
"1113",-7594630.7975,5520033.8115,-7594610.7975,5520013.8115
"1150",-7594610.7975,5520273.8115,-7594590.7975,5520253.8115
"1151",-7594610.7975,5520253.8115,-7594590.7975,5520233.8115
"1152",-7594610.7975,5520233.8115,-7594590.7975,5520213.8115
"1153",-7594610.7975,5520213.8115,-7594590.7975,5520193.8115
"1154",-7594610.7975,5520193.8115,-7594590.7975,5520173.8115
"1155",-7594610.7975,5520173.8115,-7594590.7975,5520153.8115
"1156",-7594610.7975,5520153.8115,-7594590.7975,5520133.8115
"1157",-7594610.7975,5520133.8115,-7594590.7975,5520113.8115
"1158",-7594610.7975,5520113.8115,-7594590.7975,5520093.8115
"1159",-7594610.7975,5520093.8115,-7594590.7975,5520073.8115
"1160",-7594610.7975,5520073.8115,-7594590.7975,5520053.8115
"1161",-7594610.7975,5520053.8115,-7594590.7975,5520033.8115
"1162",-7594610.7975,5520033.8115,-7594590.7975,5520013.8115
"1200",-7594590.7975,5520253.8115,-7594570.7975,5520233.8115
"1201",-7594590.7975,5520233.8115,-7594570.7975,5520213.8115
"1202",-7594590.7975,5520213.8115,-7594570.7975,5520193.8115
"1203",-7594590.7975,5520193.8115,-7594570.7975,5520173.8115
"1204",-7594590.7975,5520173.8115,-7594570.7975,5520153.8115
"1205",-7594590.7975,5520153.8115,-7594570.7975,5520133.8115
"1206",-7594590.7975,5520133.8115,-7594570.7975,5520113.8115
"1207",-7594590.7975,5520113.8115,-7594570.7975,5520093.8115
"1208",-7594590.7975,5520093.8115,-7594570.7975,5520073.8115
"1209",-7594590.7975,5520073.8115,-7594570.7975,5520053.8115
"1210",-7594590.7975,5520053.8115,-7594570.7975,5520033.8115
"1211",-7594590.7975,5520033.8115,-7594570.7975,5520013.8115
"1252",-7594570.7975,5520193.8115,-7594550.7975,5520173.8115
"1253",-7594570.7975,5520173.8115,-7594550.7975,5520153.8115
"1254",-7594570.7975,5520153.8115,-7594550.7975,5520133.8115
"1255",-7594570.7975,5520133.8115,-7594550.7975,5520113.8115
"1256",-7594570.7975,5520113.8115,-7594550.7975,5520093.8115
"1257",-7594570.7975,5520093.8115,-7594550.7975,5520073.8115
"1258",-7594570.7975,5520073.8115,-7594550.7975,5520053.8115
"1259",-7594570.7975,5520053.8115,-7594550.7975,5520033.8115
"1260",-7594570.7975,5520033.8115,-7594550.7975,5520013.8115
"1301",-7594550.7975,5520193.8115,-7594530.7975,5520173.8115
"1302",-7594550.7975,5520173.8115,-7594530.7975,5520153.8115
"1303",-7594550.7975,5520153.8115,-7594530.7975,5520133.8115
"1304",-7594550.7975,5520133.8115,-7594530.7975,5520113.8115
"1305",-7594550.7975,5520113.8115,-7594530.7975,5520093.8115
"1306",-7594550.7975,5520093.8115,-7594530.7975,5520073.8115
"1307",-7594550.7975,5520073.8115,-7594530.7975,5520053.8115
"1350",-7594530.7975,5520193.8115,-7594510.7975,5520173.8115
"1351",-7594530.7975,5520173.8115,-7594510.7975,5520153.8115
"1352",-7594530.7975,5520153.8115,-7594510.7975,5520133.8115
"1353",-7594530.7975,5520133.8115,-7594510.7975,5520113.8115
"1354",-7594530.7975,5520113.8115,-7594510.7975,5520093.8115
"1355",-7594530.7975,5520093.8115,-7594510.7975,5520073.8115
"1399",-7594510.7975,5520193.8115,-7594490.7975,5520173.8115
"1400",-7594510.7975,5520173.8115,-7594490.7975,5520153.8115
"1401",-7594510.7975,5520153.8115,-7594490.7975,5520133.8115
"1402",-7594510.7975,5520133.8115,-7594490.7975,5520113.8115
"1403",-7594510.7975,5520113.8115,-7594490.7975,5520093.8115
"1404",-7594510.7975,5520093.8115,-7594490.7975,5520073.8115
