id,left,top,right,bottom
"3606",-7590793.7943,5513755.7449,-7590773.7943,5513735.7449
"3607",-7590793.7943,5513735.7449,-7590773.7943,5513715.7449
"3608",-7590793.7943,5513715.7449,-7590773.7943,5513695.7449
"3613",-7590793.7943,5513615.7449,-7590773.7943,5513595.7449
"3614",-7590793.7943,5513595.7449,-7590773.7943,5513575.7449
"3615",-7590793.7943,5513575.7449,-7590773.7943,5513555.7449
"3616",-7590793.7943,5513555.7449,-7590773.7943,5513535.7449
"3617",-7590793.7943,5513535.7449,-7590773.7943,5513515.7449
"3618",-7590793.7943,5513515.7449,-7590773.7943,5513495.7449
"3619",-7590793.7943,5513495.7449,-7590773.7943,5513475.7449
"3620",-7590793.7943,5513475.7449,-7590773.7943,5513455.7449
"3621",-7590793.7943,5513455.7449,-7590773.7943,5513435.7449
"3622",-7590793.7943,5513435.7449,-7590773.7943,5513415.7449
"3623",-7590793.7943,5513415.7449,-7590773.7943,5513395.7449
"3627",-7590793.7943,5513335.7449,-7590773.7943,5513315.7449
"3628",-7590793.7943,5513315.7449,-7590773.7943,5513295.7449
"3629",-7590793.7943,5513295.7449,-7590773.7943,5513275.7449
"3630",-7590793.7943,5513275.7449,-7590773.7943,5513255.7449
"3631",-7590793.7943,5513255.7449,-7590773.7943,5513235.7449
"3632",-7590793.7943,5513235.7449,-7590773.7943,5513215.7449
"3633",-7590793.7943,5513215.7449,-7590773.7943,5513195.7449
"3683",-7590773.7943,5513735.7449,-7590753.7943,5513715.7449
"3684",-7590773.7943,5513715.7449,-7590753.7943,5513695.7449
"3692",-7590773.7943,5513555.7449,-7590753.7943,5513535.7449
"3693",-7590773.7943,5513535.7449,-7590753.7943,5513515.7449
"3694",-7590773.7943,5513515.7449,-7590753.7943,5513495.7449
"3695",-7590773.7943,5513495.7449,-7590753.7943,5513475.7449
"3699",-7590773.7943,5513415.7449,-7590753.7943,5513395.7449
"3700",-7590773.7943,5513395.7449,-7590753.7943,5513375.7449
"3701",-7590773.7943,5513375.7449,-7590753.7943,5513355.7449
"3702",-7590773.7943,5513355.7449,-7590753.7943,5513335.7449
"3703",-7590773.7943,5513335.7449,-7590753.7943,5513315.7449
"3704",-7590773.7943,5513315.7449,-7590753.7943,5513295.7449
"3705",-7590773.7943,5513295.7449,-7590753.7943,5513275.7449
"3706",-7590773.7943,5513275.7449,-7590753.7943,5513255.7449
"3707",-7590773.7943,5513255.7449,-7590753.7943,5513235.7449
"3708",-7590773.7943,5513235.7449,-7590753.7943,5513215.7449
"3777",-7590753.7943,5513375.7449,-7590733.7943,5513355.7449
"3778",-7590753.7943,5513355.7449,-7590733.7943,5513335.7449
"3779",-7590753.7943,5513335.7449,-7590733.7943,5513315.7449
"3780",-7590753.7943,5513315.7449,-7590733.7943,5513295.7449
"3781",-7590753.7943,5513295.7449,-7590733.7943,5513275.7449
